household_id,gender_household_head,age_household_head,caste_household,education_level_household_head,income_level_household,size_household,is_bank_account_present_in_household
12749101,Male,37.0,Kami,Illiterate,Rs. 10-20 thousand,4.0,0.0
12749201,Male,51.0,Kami,Illiterate,Rs. 20-30 thousand,9.0,0.0
12749301,Male,57.0,Kami,Illiterate,Rs. 10-20 thousand,8.0,0.0
12749401,Male,48.0,Tamang,Illiterate,Rs. 20-30 thousand,6.0,0.0
12749501,Male,56.0,Tamang,Illiterate,Rs. 30-50 thousand,8.0,0.0
12749601,Male,56.0,Tamang,Illiterate,Rs. 10-20 thousand,6.0,0.0
12749701,Male,47.0,Tamang,Illiterate,Rs. 20-30 thousand,9.0,0.0
12749801,Male,71.0,Tamang,Illiterate,Rs. 10 thousand,2.0,0.0
12749901,Male,48.0,Tamang,Illiterate,Rs. 10-20 thousand,6.0,0.0
12750001,Male,36.0,Tamang,Class 5,Rs. 30-50 thousand,7.0,0.0
12750101,Male,42.0,Tamang,Illiterate,Rs. 30-50 thousand,8.0,0.0
12750201,Female,51.0,Tamang,Illiterate,Rs. 50 thousand or more,6.0,0.0
12750301,Male,44.0,Tamang,Illiterate,Rs. 10-20 thousand,7.0,0.0
12750401,Male,60.0,Tamang,Illiterate,Rs. 10-20 thousand,5.0,0.0
12750501,Male,72.0,Tamang,Illiterate,Rs. 10 thousand,3.0,0.0
12750601,Male,65.0,Tamang,Illiterate,Rs. 10-20 thousand,6.0,0.0
12750701,Male,53.0,Tamang,Illiterate,Rs. 20-30 thousand,6.0,0.0
12750801,Female,48.0,Tamang,Illiterate,Rs. 10 thousand,4.0,0.0
12750901,Male,43.0,Tamang,Illiterate,Rs. 30-50 thousand,4.0,0.0
12751001,Female,47.0,Tamang,Illiterate,Rs. 20-30 thousand,7.0,0.0
12751101,Male,56.0,Tamang,Illiterate,Rs. 10-20 thousand,3.0,0.0
12751201,Male,81.0,Tamang,Illiterate,Rs. 10 thousand,2.0,0.0
12751301,Male,45.0,Tamang,Illiterate,Rs. 20-30 thousand,7.0,0.0
12751401,Male,46.0,Tamang,Illiterate,Rs. 30-50 thousand,8.0,0.0
12751501,Male,40.0,Tamang,Class 5,Rs. 10-20 thousand,5.0,0.0
12751601,Male,53.0,Tamang,Illiterate,Rs. 20-30 thousand,7.0,0.0
12751701,Male,57.0,Tamang,Illiterate,Rs. 10-20 thousand,5.0,0.0
12751801,Male,47.0,Tamang,Illiterate,Rs. 10-20 thousand,10.0,0.0
12751901,Male,47.0,Tamang,Illiterate,Rs. 10-20 thousand,7.0,0.0
12752001,Male,64.0,Tamang,Illiterate,Rs. 10 thousand,9.0,0.0
12752101,Male,62.0,Tamang,Illiterate,Rs. 10-20 thousand,2.0,0.0
12752201,Male,48.0,Tamang,Illiterate,Rs. 20-30 thousand,3.0,0.0
12752301,Male,48.0,Tamang,Illiterate,Rs. 20-30 thousand,6.0,0.0
12752401,Male,27.0,Tamang,Bachelors or equivalent,Rs. 20-30 thousand,5.0,0.0
12752501,Female,29.0,Tamang,Illiterate,Rs. 30-50 thousand,4.0,0.0
12752601,Male,54.0,Tamang,Illiterate,Rs. 30-50 thousand,5.0,0.0
12752701,Male,50.0,Tamang,Illiterate,Rs. 10-20 thousand,4.0,0.0
12752801,Male,45.0,Tamang,Illiterate,Rs. 20-30 thousand,5.0,0.0
12752901,Male,40.0,Tamang,Illiterate,Rs. 10-20 thousand,4.0,0.0
12753001,Male,77.0,Tamang,Illiterate,Rs. 30-50 thousand,7.0,0.0
12753101,Male,57.0,Tamang,Illiterate,Rs. 10-20 thousand,3.0,0.0
12753201,Male,55.0,Tamang,Illiterate,Rs. 20-30 thousand,5.0,0.0
12753301,Male,61.0,Tamang,Illiterate,Rs. 30-50 thousand,4.0,0.0
12753401,Female,26.0,Tamang,Intermediate or equivalent,Rs. 20-30 thousand,4.0,0.0
12753501,Male,44.0,Tamang,Illiterate,Rs. 10-20 thousand,6.0,0.0
12753601,Male,47.0,Chhetree,Class 9,Rs. 30-50 thousand,10.0,0.0
12753701,Female,37.0,Chhetree,Illiterate,Rs. 10-20 thousand,3.0,0.0
12753801,Male,57.0,Chhetree,Illiterate,Rs. 20-30 thousand,7.0,0.0
12753901,Male,68.0,Chhetree,Illiterate,Rs. 20-30 thousand,6.0,0.0
12754001,Male,26.0,Tamang,Class 5,Rs. 10-20 thousand,3.0,0.0
12754101,Male,53.0,Chhetree,Illiterate,Rs. 10-20 thousand,12.0,0.0
12754201,Male,70.0,Tamang,Illiterate,Rs. 30-50 thousand,3.0,0.0
12754301,Male,55.0,Chhetree,Illiterate,Rs. 10 thousand,6.0,0.0
12754401,Male,43.0,Chhetree,Non-formal education,Rs. 20-30 thousand,4.0,1.0
12754501,Male,64.0,Chhetree,Illiterate,Rs. 10-20 thousand,8.0,0.0
12754601,Male,51.0,Chhetree,Illiterate,Rs. 10-20 thousand,7.0,0.0
12754701,Female,52.0,Chhetree,Illiterate,Rs. 10-20 thousand,5.0,0.0
12754801,Male,49.0,Chhetree,Illiterate,Rs. 30-50 thousand,8.0,0.0
12754901,Male,47.0,Chhetree,Class 8,Rs. 20-30 thousand,7.0,0.0
12755001,Male,56.0,Chhetree,SLC or equivalent,Rs. 10-20 thousand,2.0,1.0
12755101,Male,45.0,Tamang,Non-formal education,Rs. 20-30 thousand,5.0,0.0
12755201,Male,35.0,Tamang,Class 4,Rs. 10-20 thousand,6.0,0.0
12755301,Male,53.0,Tamang,Illiterate,Rs. 10 thousand,2.0,0.0
12755401,Male,52.0,Tamang,Illiterate,Rs. 50 thousand or more,9.0,0.0
12755501,Male,67.0,Tamang,Illiterate,Rs. 10-20 thousand,7.0,0.0
12755601,Male,48.0,Tamang,Class 9,Rs. 10-20 thousand,4.0,0.0
12755701,Male,30.0,Tamang,SLC or equivalent,Rs. 10-20 thousand,4.0,0.0
12755801,Male,27.0,Tamang,Intermediate or equivalent,Rs. 10 thousand,4.0,0.0
12755901,Male,38.0,Tamang,Non-formal education,Rs. 10 thousand,3.0,0.0
12756001,Female,72.0,Tamang,Illiterate,Rs. 20-30 thousand,5.0,0.0
12756101,Male,48.0,Tamang,Illiterate,Rs. 10 thousand,2.0,0.0
12756201,Male,51.0,Tamang,Illiterate,Rs. 10-20 thousand,3.0,0.0
12756301,Female,45.0,Tamang,Illiterate,Rs. 10 thousand,3.0,0.0
12756401,Male,51.0,Tamang,Illiterate,Rs. 20-30 thousand,3.0,0.0
12756501,Male,51.0,Tamang,Illiterate,Rs. 10-20 thousand,6.0,0.0
12756601,Male,40.0,Tamang,Illiterate,Rs. 10-20 thousand,1.0,0.0
12756602,Male,32.0,Tamang,Class 4,Rs. 10-20 thousand,4.0,0.0
12756701,Male,51.0,Tamang,Illiterate,Rs. 20-30 thousand,4.0,0.0
12756801,Female,49.0,Tamang,Illiterate,Rs. 20-30 thousand,6.0,0.0
12756901,Female,34.0,Tamang,Non-formal education,Rs. 20-30 thousand,7.0,0.0
12757001,Male,36.0,Tamang,Class 6,Rs. 10-20 thousand,5.0,0.0
12757101,Male,42.0,Tamang,Illiterate,Rs. 10 thousand,7.0,0.0
12757201,Male,44.0,Tamang,Class 5,Rs. 10-20 thousand,6.0,0.0
12757301,Female,52.0,Tamang,Non-formal education,Rs. 10-20 thousand,5.0,0.0
12757401,Male,59.0,Tamang,Non-formal education,Rs. 20-30 thousand,10.0,0.0
12757501,Female,58.0,Tamang,Non-formal education,Rs. 10 thousand,10.0,0.0
12757601,Male,77.0,Tamang,Illiterate,Rs. 20-30 thousand,6.0,0.0
12757701,Male,50.0,Tamang,Illiterate,Rs. 10-20 thousand,8.0,0.0
12757801,Female,71.0,Tamang,Illiterate,Rs. 10 thousand,2.0,0.0
12757901,Male,57.0,Tamang,Class 5,Rs. 20-30 thousand,2.0,0.0
12758001,Male,44.0,Tamang,Illiterate,Rs. 10-20 thousand,5.0,0.0
12758101,Male,68.0,Tamang,Illiterate,Rs. 10 thousand,1.0,0.0
12758201,Male,36.0,Tamang,SLC or equivalent,Rs. 10-20 thousand,5.0,0.0
12758301,Male,60.0,Tamang,Non-formal education,Rs. 30-50 thousand,7.0,0.0
12758401,Male,33.0,Tamang,Class 4,Rs. 10-20 thousand,5.0,0.0
12758501,Female,43.0,Tamang,Non-formal education,Rs. 10 thousand,1.0,0.0
12758601,Male,20.0,Tamang,Class 9,Rs. 30-50 thousand,3.0,0.0
12758701,Male,35.0,Tamang,Class 6,Rs. 10 thousand,4.0,0.0
12758801,Female,39.0,Tamang,Non-formal education,Rs. 10-20 thousand,4.0,0.0
12758901,Male,69.0,Tamang,Illiterate,Rs. 10 thousand,2.0,0.0
12759001,Male,70.0,Tamang,Illiterate,Rs. 10 thousand,2.0,0.0
12759101,Male,34.0,Tamang,Non-formal education,Rs. 10-20 thousand,5.0,0.0
12759201,Male,71.0,Tamang,Illiterate,Rs. 20-30 thousand,9.0,0.0
12759301,Female,53.0,Tamang,Illiterate,Rs. 10 thousand,7.0,0.0
12759401,Female,27.0,Tamang,Non-formal education,Rs. 10-20 thousand,5.0,0.0
12759501,Female,42.0,Tamang,Non-formal education,Rs. 10 thousand,2.0,0.0
12759601,Male,58.0,Tamang,Illiterate,Rs. 10-20 thousand,7.0,0.0
12759701,Female,59.0,Tamang,Illiterate,Rs. 10-20 thousand,4.0,0.0
12759801,Female,41.0,Tamang,Illiterate,Rs. 10-20 thousand,10.0,0.0
12759901,Male,41.0,Tamang,Class 3,Rs. 10-20 thousand,11.0,0.0
12760001,Female,31.0,Tamang,Non-formal education,Rs. 10 thousand,7.0,0.0
12760101,Female,66.0,Tamang,Illiterate,Rs. 10 thousand,1.0,0.0
12760201,Female,36.0,Tamang,Illiterate,Rs. 10-20 thousand,6.0,0.0
12760301,Female,44.0,Tamang,Illiterate,Rs. 10 thousand,2.0,0.0
12760401,Male,39.0,Tamang,Illiterate,Rs. 10 thousand,7.0,0.0
12760501,Female,39.0,Tamang,Non-formal education,Rs. 10 thousand,4.0,0.0
12760601,Male,59.0,Tamang,Illiterate,Rs. 10-20 thousand,6.0,0.0
12760701,Male,53.0,Tamang,Illiterate,Rs. 10-20 thousand,6.0,0.0
12760801,Male,35.0,Tamang,Illiterate,Rs. 10 thousand,5.0,0.0
12760901,Male,76.0,Tamang,Illiterate,Rs. 10 thousand,6.0,0.0
12761001,Male,43.0,Tamang,Non-formal education,Rs. 10-20 thousand,9.0,0.0
12761101,Male,31.0,Tamang,Class 8,Rs. 10-20 thousand,5.0,0.0
12761201,Male,47.0,Tamang,Illiterate,Rs. 10-20 thousand,8.0,0.0
12761301,Female,62.0,Tamang,Illiterate,Rs. 10-20 thousand,6.0,0.0
12761401,Male,48.0,Tamang,Class 2,Rs. 10-20 thousand,9.0,0.0
12761501,Male,50.0,Tamang,Non-formal education,Rs. 10-20 thousand,4.0,0.0
12761601,Male,57.0,Tamang,Illiterate,Rs. 10 thousand,3.0,0.0
12761701,Male,30.0,Tamang,Intermediate or equivalent,Rs. 30-50 thousand,4.0,0.0
12761801,Male,59.0,Tamang,Non-formal education,Rs. 10-20 thousand,5.0,0.0
12761901,Male,52.0,Tamang,Non-formal education,Rs. 10-20 thousand,9.0,0.0
12762001,Male,51.0,Tamang,Illiterate,Rs. 10-20 thousand,6.0,0.0
12762101,Female,63.0,Tamang,Illiterate,Rs. 10 thousand,2.0,0.0
12762201,Male,45.0,Tamang,Non-formal education,Rs. 10-20 thousand,9.0,0.0
12762301,Male,55.0,Tamang,Non-formal education,Rs. 20-30 thousand,3.0,0.0
12762401,Male,52.0,Tamang,Illiterate,Rs. 10 thousand,7.0,0.0
12762501,Male,45.0,Tamang,Illiterate,Rs. 10 thousand,6.0,0.0
12762601,Male,60.0,Tamang,Illiterate,Rs. 10-20 thousand,5.0,0.0
12762701,Male,60.0,Tamang,Illiterate,Rs. 20-30 thousand,9.0,0.0
12762801,Male,36.0,Tamang,Class 9,Rs. 10-20 thousand,4.0,0.0
12762802,Female,20.0,Tamang,Intermediate or equivalent,Rs. 50 thousand or more,5.0,0.0
12762901,Male,60.0,Tamang,Non-formal education,Rs. 50 thousand or more,4.0,0.0
12763001,Male,52.0,Tamang,Illiterate,Rs. 10 thousand,6.0,0.0
12763101,Male,53.0,Tamang,Non-formal education,Rs. 30-50 thousand,4.0,0.0
12763201,Male,52.0,Tamang,Non-formal education,Rs. 30-50 thousand,7.0,0.0
12763301,Male,50.0,Tamang,Illiterate,Rs. 10 thousand,6.0,0.0
12763401,Male,47.0,Tamang,Illiterate,Rs. 10-20 thousand,4.0,0.0
12763402,Male,46.0,Tamang,Non-formal education,Rs. 10-20 thousand,4.0,0.0
12763501,Male,59.0,Tamang,Illiterate,Rs. 10-20 thousand,8.0,0.0
12763601,Male,48.0,Tamang,Non-formal education,Rs. 10-20 thousand,2.0,0.0
12763701,Male,62.0,Tamang,Illiterate,Rs. 10-20 thousand,4.0,0.0
12763801,Male,55.0,Tamang,Non-formal education,Rs. 20-30 thousand,3.0,0.0
12763901,Male,65.0,Tamang,Non-formal education,Rs. 10-20 thousand,3.0,0.0
12764001,Male,41.0,Tamang,Illiterate,Rs. 10 thousand,7.0,0.0
12764101,Male,44.0,Tamang,Illiterate,Rs. 10-20 thousand,9.0,0.0
12764201,Female,62.0,Tamang,Illiterate,Rs. 20-30 thousand,5.0,0.0
12764301,Male,67.0,Tamang,Illiterate,Rs. 10 thousand,2.0,0.0
12764401,Female,42.0,Tamang,Non-formal education,Rs. 10 thousand,5.0,0.0
12764501,Female,38.0,Tamang,Non-formal education,Rs. 10 thousand,8.0,0.0
12764601,Male,49.0,Tamang,Non-formal education,Rs. 10-20 thousand,4.0,0.0
12764701,Male,60.0,Tamang,Illiterate,Rs. 10 thousand,6.0,0.0
12764801,Male,52.0,Tamang,Illiterate,Rs. 10 thousand,3.0,0.0
12764901,Female,38.0,Tamang,Non-formal education,Rs. 10 thousand,4.0,0.0
12765001,Male,48.0,Tamang,Non-formal education,Rs. 10-20 thousand,5.0,0.0
12765101,Male,77.0,Tamang,Illiterate,Rs. 10 thousand,2.0,0.0
12765201,Male,60.0,Tamang,Non-formal education,Rs. 10 thousand,2.0,0.0
12765301,Male,71.0,Tamang,Illiterate,Rs. 10 thousand,3.0,0.0
12765401,Male,56.0,Tamang,Illiterate,Rs. 10-20 thousand,5.0,0.0
12765501,Male,63.0,Tamang,Illiterate,Rs. 30-50 thousand,9.0,0.0
12765601,Male,54.0,Tamang,Illiterate,Rs. 10 thousand,2.0,0.0
12765701,Female,44.0,Tamang,Non-formal education,Rs. 10 thousand,1.0,0.0
12765801,Male,56.0,Tamang,Illiterate,Rs. 10 thousand,2.0,0.0
12765901,Male,30.0,Tamang,Class 8,Rs. 10-20 thousand,5.0,0.0
12766001,Female,40.0,Tamang,Illiterate,Rs. 10 thousand,5.0,0.0
12766101,Male,61.0,Tamang,Illiterate,Rs. 10 thousand,4.0,0.0
12766201,Male,68.0,Tamang,Illiterate,Rs. 10 thousand,2.0,0.0
12766301,Female,48.0,Tamang,Illiterate,Rs. 30-50 thousand,6.0,0.0
12766401,Female,50.0,Tamang,Illiterate,Rs. 10-20 thousand,6.0,0.0
12766501,Female,54.0,Tamang,Illiterate,Rs. 10-20 thousand,8.0,0.0
12766601,Male,64.0,Newar,Illiterate,Rs. 10-20 thousand,7.0,0.0
12766701,Male,32.0,Tamang,Illiterate,Rs. 20-30 thousand,4.0,0.0
12766801,Male,64.0,Tamang,Illiterate,Rs. 10 thousand,10.0,0.0
12766901,Male,49.0,Tamang,Illiterate,Rs. 10-20 thousand,7.0,0.0
12767001,Male,83.0,Tamang,Illiterate,Rs. 10-20 thousand,7.0,0.0
12767101,Female,39.0,Tamang,Illiterate,Rs. 10 thousand,3.0,0.0
12767201,Male,41.0,Tamang,Illiterate,Rs. 10-20 thousand,4.0,0.0
12767301,Male,35.0,Tamang,Non-formal education,Rs. 10-20 thousand,8.0,0.0
12767401,Male,70.0,Tamang,Non-formal education,Rs. 10 thousand,2.0,0.0
12767501,Male,54.0,Tamang,Illiterate,Rs. 10-20 thousand,4.0,0.0
12767601,Male,38.0,Tamang,SLC or equivalent,Rs. 10-20 thousand,6.0,1.0
12767701,Female,65.0,Tamang,Illiterate,Rs. 10 thousand,1.0,0.0
12767801,Male,61.0,Tamang,Illiterate,Rs. 10-20 thousand,3.0,0.0
12767901,Female,63.0,Tamang,Illiterate,Rs. 10 thousand,1.0,0.0
12768001,Male,35.0,Tamang,SLC or equivalent,Rs. 10-20 thousand,5.0,0.0
12768101,Male,60.0,Tamang,Illiterate,Rs. 20-30 thousand,9.0,0.0
12768201,Male,37.0,Tamang,Class 4,Rs. 20-30 thousand,7.0,0.0
12768301,Male,52.0,Tamang,Illiterate,Rs. 10 thousand,10.0,0.0
12768401,Male,52.0,Tamang,Illiterate,Rs. 10-20 thousand,5.0,0.0
12768501,Female,68.0,Tamang,Illiterate,Rs. 20-30 thousand,19.0,0.0
12768601,Female,64.0,Tamang,Illiterate,Rs. 10-20 thousand,5.0,0.0
12768701,Male,54.0,Tamang,Illiterate,Rs. 10-20 thousand,5.0,0.0
12768801,Male,43.0,Tamang,SLC or equivalent,Rs. 10-20 thousand,5.0,1.0
12768802,Male,42.0,Tamang,Class 6,Rs. 10-20 thousand,4.0,1.0
12768803,Male,40.0,Tamang,Class 5,Rs. 10-20 thousand,5.0,1.0
12768901,Male,63.0,Tamang,Illiterate,Rs. 10 thousand,4.0,0.0
12769001,Female,57.0,Tamang,Illiterate,Rs. 10 thousand,6.0,0.0
12769101,Female,69.0,Tamang,Illiterate,Rs. 10 thousand,9.0,0.0
12769201,Male,66.0,Tamang,Illiterate,Rs. 10-20 thousand,2.0,0.0
12769301,Male,44.0,Tamang,Non-formal education,Rs. 20-30 thousand,9.0,0.0
12769401,Female,49.0,Tamang,Illiterate,Rs. 10 thousand,7.0,0.0
12769501,Male,72.0,Tamang,Non-formal education,Rs. 30-50 thousand,9.0,0.0
12769601,Male,47.0,Tamang,Masters or equivalent,Rs. 20-30 thousand,7.0,1.0
12769701,Male,42.0,Tamang,SLC or equivalent,Rs. 30-50 thousand,4.0,1.0
12769801,Male,58.0,Tamang,Non-formal education,Rs. 20-30 thousand,2.0,0.0
12769901,Male,55.0,Tamang,Non-formal education,Rs. 10-20 thousand,7.0,1.0
12770001,Male,71.0,Tamang,Illiterate,Rs. 10-20 thousand,14.0,0.0
12770101,Male,61.0,Tamang,Illiterate,Rs. 10 thousand,7.0,0.0
12770201,Male,26.0,Tamang,Bachelors or equivalent,Rs. 30-50 thousand,3.0,1.0
12770301,Female,82.0,Tamang,Illiterate,Rs. 10 thousand,6.0,0.0
12770401,Male,44.0,Tamang,Non-formal education,Rs. 20-30 thousand,5.0,0.0
12770501,Female,69.0,Tamang,Non-formal education,Rs. 20-30 thousand,13.0,0.0
12770601,Female,64.0,Tamang,Illiterate,Rs. 10 thousand,1.0,0.0
12770701,Female,53.0,Tamang,Illiterate,Rs. 10-20 thousand,11.0,0.0
12770801,Male,57.0,Tamang,Non-formal education,Rs. 30-50 thousand,10.0,0.0
12770901,Male,54.0,Tamang,Illiterate,Rs. 10-20 thousand,13.0,0.0
12771001,Male,63.0,Tamang,Non-formal education,Rs. 20-30 thousand,6.0,0.0
12771101,Female,50.0,Tamang,Non-formal education,Rs. 20-30 thousand,8.0,0.0
12771201,Male,51.0,Tamang,Non-formal education,Rs. 10-20 thousand,6.0,0.0
12771301,Female,49.0,Tamang,Non-formal education,Rs. 10-20 thousand,1.0,0.0
12771401,Male,60.0,Tamang,Class 1,Rs. 10-20 thousand,3.0,0.0
12771501,Male,64.0,Tamang,Illiterate,Rs. 10 thousand,7.0,0.0
12771601,Male,46.0,Tamang,Non-formal education,Rs. 10 thousand,4.0,0.0
12771602,Male,46.0,Tamang,Non-formal education,Rs. 10-20 thousand,4.0,0.0
12771701,Female,45.0,Tamang,Non-formal education,Rs. 10-20 thousand,11.0,0.0
12771801,Male,42.0,Tamang,SLC or equivalent,Rs. 10-20 thousand,4.0,1.0
12771901,Female,36.0,Tamang,Non-formal education,Rs. 10-20 thousand,3.0,0.0
12771902,Male,37.0,Tamang,Class 3,Rs. 10 thousand,4.0,0.0
12772001,Male,56.0,Tamang,Illiterate,Rs. 10-20 thousand,10.0,0.0
12772101,Male,67.0,Tamang,Non-formal education,Rs. 50 thousand or more,9.0,0.0
12772201,Male,66.0,Tamang,Illiterate,Rs. 10-20 thousand,9.0,0.0
12772301,Female,66.0,Tamang,Illiterate,Rs. 10-20 thousand,9.0,0.0
12772401,Male,40.0,Tamang,Bachelors or equivalent,Rs. 10-20 thousand,4.0,1.0
12772501,Male,69.0,Tamang,Non-formal education,Rs. 10-20 thousand,4.0,0.0
12772601,Male,41.0,Tamang,Intermediate or equivalent,Rs. 10-20 thousand,6.0,1.0
12772701,Male,71.0,Tamang,Illiterate,Rs. 10-20 thousand,6.0,0.0
12772801,Male,61.0,Tamang,Illiterate,Rs. 20-30 thousand,14.0,0.0
12772901,Male,42.0,Tamang,Intermediate or equivalent,Rs. 10-20 thousand,9.0,1.0
12773001,Male,67.0,Tamang,Non-formal education,Rs. 10 thousand,9.0,0.0
12773101,Female,65.0,Tamang,Non-formal education,Rs. 20-30 thousand,8.0,0.0
12773201,Male,70.0,Tamang,Non-formal education,Rs. 10-20 thousand,10.0,0.0
12773301,Female,74.0,Tamang,Illiterate,Rs. 10-20 thousand,10.0,0.0
12773401,Male,48.0,Tamang,Class 4,Rs. 10 thousand,7.0,0.0
12773402,Male,34.0,Tamang,SLC or equivalent,Rs. 10-20 thousand,3.0,0.0
12773501,Male,45.0,Tamang,Non-formal education,Rs. 10-20 thousand,4.0,0.0
12773601,Male,70.0,Tamang,Non-formal education,Rs. 50 thousand or more,13.0,0.0
12773701,Male,53.0,Tamang,Non-formal education,Rs. 10 thousand,5.0,0.0
12773801,Male,54.0,Tamang,Non-formal education,Rs. 10-20 thousand,6.0,0.0
12773901,Female,55.0,Tamang,Illiterate,Rs. 10 thousand,1.0,0.0
12774001,Male,61.0,Tamang,Illiterate,Rs. 10 thousand,5.0,0.0
12774101,Female,63.0,Tamang,Illiterate,Rs. 10-20 thousand,8.0,0.0
12774201,Male,85.0,Tamang,Illiterate,Rs. 50 thousand or more,29.0,0.0
12774301,Male,80.0,Tamang,Illiterate,Rs. 10-20 thousand,11.0,0.0
12774401,Male,75.0,Tamang,Illiterate,Rs. 10-20 thousand,8.0,0.0
12774501,Male,65.0,Tamang,Non-formal education,Rs. 10 thousand,2.0,0.0
12774601,Male,69.0,Tamang,Illiterate,Rs. 10-20 thousand,7.0,0.0
12774701,Male,60.0,Tamang,Non-formal education,Rs. 10-20 thousand,6.0,0.0
12774801,Male,45.0,Tamang,Class 5,Rs. 10-20 thousand,3.0,0.0
12774802,Male,41.0,Tamang,Class 5,Rs. 10-20 thousand,4.0,0.0
12774901,Male,42.0,Tamang,Class 5,Rs. 10-20 thousand,4.0,0.0
12775001,Male,44.0,Tamang,Class 4,Rs. 10-20 thousand,5.0,0.0
12775101,Male,44.0,Tamang,Class 5,Rs. 10-20 thousand,2.0,0.0
12775201,Male,45.0,Tamang,Non-formal education,Rs. 10-20 thousand,3.0,0.0
12775301,Male,47.0,Tamang,Non-formal education,Rs. 10-20 thousand,7.0,0.0
12775401,Male,43.0,Tamang,Class 4,Rs. 10-20 thousand,6.0,0.0
12775501,Male,46.0,Tamang,Class 9,Rs. 10-20 thousand,6.0,0.0
12775601,Female,50.0,Tamang,Non-formal education,Rs. 10-20 thousand,2.0,0.0
12775701,Female,60.0,Tamang,Illiterate,Rs. 10-20 thousand,10.0,0.0
12775801,Male,52.0,Tamang,Class 8,Rs. 20-30 thousand,5.0,0.0
12775901,Male,61.0,Tamang,Non-formal education,Rs. 10-20 thousand,5.0,0.0
12776001,Male,54.0,Tamang,Non-formal education,Rs. 20-30 thousand,9.0,0.0
12776101,Male,40.0,Tamang,Class 4,Rs. 10-20 thousand,4.0,0.0
12776201,Male,64.0,Tamang,Illiterate,Rs. 10-20 thousand,2.0,0.0
12776301,Male,36.0,Tamang,Class 5,Rs. 10 thousand,5.0,0.0
12776401,Male,33.0,Tamang,SLC or equivalent,Rs. 10 thousand,5.0,0.0
12776501,Male,64.0,Tamang,Illiterate,Rs. 50 thousand or more,9.0,0.0
12776601,Male,64.0,Tamang,Non-formal education,Rs. 10-20 thousand,4.0,0.0
12776701,Male,49.0,Tamang,Bachelors or equivalent,Rs. 30-50 thousand,4.0,1.0
12776801,Male,68.0,Tamang,Illiterate,Rs. 10 thousand,4.0,0.0
12776901,Female,59.0,Tamang,Illiterate,Rs. 10-20 thousand,3.0,0.0
12777001,Male,56.0,Tamang,SLC or equivalent,Rs. 10-20 thousand,5.0,0.0
12777101,Male,63.0,Tamang,Non-formal education,Rs. 10-20 thousand,6.0,0.0
12777102,Male,41.0,Tamang,SLC or equivalent,Rs. 20-30 thousand,4.0,0.0
12777201,Male,50.0,Tamang,Class 8,Rs. 30-50 thousand,4.0,1.0
12777301,Female,31.0,Tamang,Class 8,Rs. 50 thousand or more,25.0,0.0
12777401,Male,67.0,Tamang,Non-formal education,Rs. 30-50 thousand,16.0,0.0
12777501,Male,55.0,Tamang,Class 2,Rs. 20-30 thousand,10.0,0.0
12777601,Male,58.0,Tamang,Non-formal education,Rs. 20-30 thousand,7.0,0.0
12777701,Male,44.0,Tamang,Class 5,Rs. 10-20 thousand,4.0,0.0
12777702,Male,41.0,Tamang,Class 5,Rs. 10-20 thousand,4.0,0.0
12777703,Male,39.0,Tamang,Illiterate,Rs. 10-20 thousand,5.0,0.0
12777801,Male,47.0,Tamang,Class 2,Rs. 20-30 thousand,6.0,0.0
12777802,Male,39.0,Tamang,SLC or equivalent,Rs. 50 thousand or more,5.0,0.0
12777901,Male,51.0,Tamang,Class 2,Rs. 10-20 thousand,4.0,0.0
12778001,Male,47.0,Tamang,SLC or equivalent,Rs. 30-50 thousand,7.0,0.0
12778101,Female,40.0,Tamang,Class 3,Rs. 20-30 thousand,5.0,0.0
12778102,Female,52.0,Tamang,Non-formal education,Rs. 10-20 thousand,3.0,0.0
12778201,Male,69.0,Tamang,Illiterate,Rs. 50 thousand or more,9.0,0.0
12778301,Female,41.0,Tamang,Non-formal education,Rs. 20-30 thousand,6.0,0.0
12778401,Female,50.0,Tamang,Non-formal education,Rs. 10-20 thousand,7.0,0.0
12778501,Male,58.0,Tamang,Non-formal education,Rs. 20-30 thousand,8.0,0.0
12778601,Male,62.0,Tamang,Non-formal education,Rs. 30-50 thousand,3.0,0.0
12778602,Male,61.0,Tamang,Non-formal education,Rs. 20-30 thousand,3.0,0.0
12778701,Male,61.0,Tamang,Non-formal education,Rs. 50 thousand or more,9.0,0.0
12778801,Male,57.0,Tamang,Non-formal education,Rs. 20-30 thousand,9.0,0.0
12778901,Male,29.0,Tamang,Class 8,Rs. 10 thousand,3.0,1.0
12779001,Male,63.0,Tamang,Non-formal education,Rs. 50 thousand or more,9.0,1.0
12779101,Male,45.0,Tamang,Class 4,Rs. 10 thousand,7.0,0.0
12779201,Male,64.0,Tamang,Non-formal education,Rs. 50 thousand or more,12.0,1.0
12779301,Male,61.0,Tamang,Non-formal education,Rs. 10-20 thousand,2.0,0.0
12779401,Male,51.0,Tamang,Illiterate,Rs. 10-20 thousand,8.0,0.0
12779501,Male,84.0,Tamang,Illiterate,Rs. 20-30 thousand,7.0,0.0
12779601,Female,54.0,Tamang,Non-formal education,Rs. 10 thousand,1.0,1.0
12779701,Female,64.0,Tamang,Illiterate,Rs. 50 thousand or more,10.0,0.0
12779801,Male,62.0,Tamang,Non-formal education,Rs. 10-20 thousand,2.0,0.0
12779901,Male,59.0,Tamang,Non-formal education,Rs. 20-30 thousand,6.0,1.0
